id,bayes.universe.redshift,bayes.universe.redshift_err,best.universe.redshift
299,0.8386023066010531,0.005698672979691788,0.84
501,1.916011272130886,0.00641280485888438,1.92
1279,0.9794582261077898,0.002469232542090412,0.98
1294,2.2899744025935367,0.0005052908545754017,2.29
1395,1.3396573436988313,0.004853665191419576,1.34
1432,2.5653193106759042,2.7340444094679532,3.91
1508,1.6599491848022234,0.0012101920223852502,1.6600000000000001
1973,1.228826011435835,0.055616787609989206,1.28
2064,4.170000000000002,1.7925072661883931e-12,4.17
2111,2.898289585930397,1.1449411265542255,2.67
2187,0.6352231266034084,0.038508622370124646,0.65
2193,3.1789973907706406,0.006599433762130276,3.18
2205,0.8137010400926716,0.012460825789618712,0.81
2222,1.748549424940977,0.02921339485695212,1.75
2356,5.789999990708213,9.63938873814988e-06,5.79
2405,1.8100018694528568,0.0001891445285266143,1.81
2502,0.4353849245813104,0.005044670012005477,0.43
2644,0.405138605099302,0.05399767991328288,0.32
2719,0.6913859276103107,0.025396491472024486,0.73
2822,2.2900000019393407,4.668721379894625e-06,2.29
2895,0.8962217786431875,0.008183344793865161,0.9
3099,0.8199999586395322,4.2783852560007096e-05,0.8200000000000001
3126,2.179972712645855,0.0005512820259049043,2.18
3184,1.2300000000000002,2.220466746265987e-16,1.23
3226,3.762587663229814,0.006027353874948256,3.7600000000000002
3288,2.53999999999993,2.646321635770428e-08,2.54
3302,1.5505036811463992,0.0031342754803494843,1.55
3434,2.958949161494987,0.0035052342670335046,2.96
3481,0.7666153294805403,0.011853557218797914,0.79
3491,3.7899999999999996,5.5566133618227473e-11,3.79
3540,1.4000301431621847,0.00624717830510129,1.4000000000000001
3581,3.1800227850553036,0.00047679424232462397,3.18
3587,0.5696740999305974,0.005130286569593269,0.5700000000000001
3671,1.089473665869814,0.006462055496915914,1.09
3687,1.9199996455417903,6.86975904325496e-05,1.92
3727,1.649727214721917,0.05465341861462577,1.6300000000000001
3737,2.3,1.0441724256965858e-12,2.3000000000000003
3772,6.480002378794681,0.0001542150713176533,6.48
3810,1.7202158549004871,0.004265449139033108,1.72
3937,0.07407662143028403,0.010342181899544268,0.08
4035,1.5224710910146007,0.00482100122034539,1.52
4157,2.4720567495968666,0.03133410989098503,2.48
4166,5.779999999999999,1.1354049439479854e-12,5.78
4227,2.079719583738086,0.0016509177264361031,2.08
4275,6.849994398723841,0.00023660510202706367,6.8500000000000005
4337,1.7464928137286586,0.05810679623751052,1.71
4341,1.9920726966613362,0.005591892114978092,1.99
4355,2.403596306497246,0.004980327549596637,2.4
4557,3.5699999999999994,9.944502108092748e-14,3.5700000000000003
4613,5.260000035990738,1.897119389750984e-05,5.26
4679,1.9149456061063534,0.005970614840350251,1.9100000000000001
4709,2.7699999999999996,2.960824543996435e-14,2.77
4827,1.1099843982485544,0.002814231930282376,1.11
4831,3.5199999999999987,3.7252549183597355e-12,3.52
4854,4.549999909773669,3.0037562378369307e-05,4.55
4857,2.928956830683277,0.010929420906973297,2.93
4903,2.571116315422159,0.005014124365504985,2.57
4944,3.469999990479314,9.773911829461682e-06,3.47
4988,1.1099993810161337,8.956943068405359e-05,1.11
5010,1.3698549841582353,0.0011954948082647102,1.37
5038,1.352450486554157,0.02721654504372835,1.33
5105,1.6900000000140156,3.771920695124993e-07,1.69
5146,0.6253299034233706,0.08868190559581256,0.48
5149,1.971703591942919,0.0062169470545195655,1.97
5301,2.283987839927393,0.029930721340823075,2.2800000000000002
5304,0.03999534214166583,0.0002157704514196106,0.04
