#file	Best_z	Cand_z_2	Cand_z_3	Cand_z_4
CAPERS_UDS_P5_s000096580_x1d.fits	6.0888	nan	nan	nan
CAPERS_UDS_P5_s000035195_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000095747_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000025938_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000081457_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000102822_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000100215_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000084908_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000095814_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000083827_x1d.fits	4.8067	6.8043	nan	nan
CAPERS_UDS_P5_s000081920_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000035550_x1d.fits	3.8415	2.593	nan	nan
CAPERS_UDS_P5_s000089009_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000090718_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000035483_x1d.fits	2.2857	nan	nan	nan
CAPERS_UDS_P5_s000030027_x1d.fits	4.4178	6.2809	nan	nan
CAPERS_UDS_P5_s000035925_x1d.fits	3.7023	5.3109	nan	nan
CAPERS_UDS_P5_s000037289_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000025720_x1d.fits	3.1116	4.5426	nan	nan
CAPERS_UDS_P5_s000101777_x1d.fits	5.1044	7.2221	nan	nan
CAPERS_UDS_P5_s000027031_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000085451_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000102124_x1d.fits	2.2761	3.4046	nan	nan
CAPERS_UDS_P5_s000098316_x1d.fits	5.3109	7.4766	7.2317	nan
CAPERS_UDS_P5_s000025528_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000035372_x1d.fits	6.4682	4.6963	4.5378	1.1669
CAPERS_UDS_P5_s000095066_x1d.fits	4.4418	6.3097	nan	nan
CAPERS_UDS_P5_s000085603_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000083157_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000037438_x1d.fits	5.8968	nan	nan	nan
CAPERS_UDS_P5_s000093318_x1d.fits	5.2053	7.3373	nan	nan
CAPERS_UDS_P5_s000084026_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000033755_x1d.fits	6.9868	2.108	2.6411	1.1236
CAPERS_UDS_P5_s000033532_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000091188_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000075425_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000027878_x1d.fits	3.8848	2.6267	nan	nan
CAPERS_UDS_P5_s000035414_x1d.fits	1.2005	nan	nan	nan
CAPERS_UDS_P5_s000035141_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000036641_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000090083_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000095853_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000029001_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000035282_x1d.fits	3.2317	4.7011	nan	nan
CAPERS_UDS_P5_s000079439_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000027685_x1d.fits	2.2377	nan	nan	nan
CAPERS_UDS_P5_s000103825_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000097250_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000032847_x1d.fits	4.7779	4.9268	3.4094	nan
CAPERS_UDS_P5_s000026405_x1d.fits	3.5198	5.0756	nan	nan
CAPERS_UDS_P5_s000076857_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000081316_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000028227_x1d.fits	1.9256	nan	nan	nan
CAPERS_UDS_P5_s000037952_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000027013_x1d.fits	1.7191	2.6603	nan	nan
CAPERS_UDS_P5_s000026614_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000157420_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000098579_x1d.fits	2.2809	3.4142	nan	nan
CAPERS_UDS_P5_s000027720_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000095095_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000096647_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000078472_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000026533_x1d.fits	2.2713	nan	nan	nan
CAPERS_UDS_P5_s000026592_x1d.fits	4.581	6.497	nan	nan
CAPERS_UDS_P5_s000027837_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000094985_x1d.fits	5.3397	7.2509	3.7023	nan
CAPERS_UDS_P5_s000032493_x1d.fits	2.3001	3.4382	nan	nan
CAPERS_UDS_P5_s000091508_x1d.fits	2.6218	3.8655	nan	nan
CAPERS_UDS_P5_s000027713_x1d.fits	4.7491	nan	nan	nan
CAPERS_UDS_P5_s000035918_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000098069_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000094422_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000076692_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000085711_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000082699_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000025083_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000033271_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000092994_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000097698_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000078156_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000076819_x1d.fits	4.0672	5.8151	nan	nan
CAPERS_UDS_P5_s000082550_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000028819_x1d.fits	2.1561	5.1621	0.6098	7.078
CAPERS_UDS_P5_s000098509_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000033114_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000034489_x1d.fits	5.3541	7.5438	nan	nan
CAPERS_UDS_P5_s000079401_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000100039_x1d.fits	1.6279	2.545	nan	nan
CAPERS_UDS_P5_s000033767_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000093510_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000093044_x1d.fits	1.9208	2.9484	nan	nan
CAPERS_UDS_P5_s000095782_x1d.fits	7.2509	5.2869	1.7959	5.1188
CAPERS_UDS_P5_s000089902_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000073774_x1d.fits	1.4694	nan	nan	nan
CAPERS_UDS_P5_s000034617_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000030793_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000084772_x1d.fits	3.7071	2.593	5.3253	nan
CAPERS_UDS_P5_s000076202_x1d.fits	3.0828	4.4946	1.0852	nan
CAPERS_UDS_P5_s000033555_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000033733_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000032520_x1d.fits	5.1333	7.0012	7.2461	nan
CAPERS_UDS_P5_s000033326_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000030481_x1d.fits	3.8175	5.4838	nan	nan
CAPERS_UDS_P5_s000028597_x1d.fits	6.6026	6.8427	nan	nan
CAPERS_UDS_P5_s000096594_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000082335_x1d.fits	3.4526	5.0132	nan	nan
CAPERS_UDS_P5_s000035595_x1d.fits	4.1297	5.8968	nan	nan
CAPERS_UDS_P5_s000076158_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000083687_x1d.fits	5.3493	2.8331	2.2713	7.3661
CAPERS_UDS_P5_s000078885_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000102764_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000027778_x1d.fits	4.4082	nan	nan	nan
CAPERS_UDS_P5_s000096539_x1d.fits	2.8091	3.9808	2.6987	1.2245
CAPERS_UDS_P5_s000032928_x1d.fits	2.7755	0.9268	4.072	nan
CAPERS_UDS_P5_s000087698_x1d.fits	nan	nan	nan	nan
CAPERS_UDS_P5_s000092145_x1d.fits	3.8655	2.5834	2.6074	nan
CAPERS_UDS_P5_s000029620_x1d.fits	4.8115	4.9604	6.7899	6.8091
